"TIME","GEO","INDIC_DE","Value","Flag and Footnotes"
"2007","European Union (28 countries)","Mean age at first marriage - males",":",""
"2007","European Union (28 countries)","Mean age at first marriage - females",":",""
"2007","European Union (27 countries)","Mean age at first marriage - males",":",""
"2007","European Union (27 countries)","Mean age at first marriage - females",":",""
"2007","Euro area (19 countries)","Mean age at first marriage - males",":",""
"2007","Euro area (19 countries)","Mean age at first marriage - females",":",""
"2007","Euro area (18 countries)","Mean age at first marriage - males",":",""
"2007","Euro area (18 countries)","Mean age at first marriage - females",":",""
"2007","Euro area (17 countries)","Mean age at first marriage - males",":",""
"2007","Euro area (17 countries)","Mean age at first marriage - females",":",""
"2007","Euro area (16 countries)","Mean age at first marriage - males",":",""
"2007","Euro area (16 countries)","Mean age at first marriage - females",":",""
"2007","Belgium","Mean age at first marriage - males","31.0",""
"2007","Belgium","Mean age at first marriage - females","28.6",""
"2007","Bulgaria","Mean age at first marriage - males","29.1",""
"2007","Bulgaria","Mean age at first marriage - females","25.8",""
"2007","Czech Republic","Mean age at first marriage - males","30.0",""
"2007","Czech Republic","Mean age at first marriage - females","27.0",""
"2007","Denmark","Mean age at first marriage - males","33.6",""
"2007","Denmark","Mean age at first marriage - females","31.3",""
"2007","Germany (until 1990 former territory of the FRG)","Mean age at first marriage - males","32.1",""
"2007","Germany (until 1990 former territory of the FRG)","Mean age at first marriage - females","29.3",""
"2007","Germany (including former GDR)","Mean age at first marriage - males","32.1",""
"2007","Germany (including former GDR)","Mean age at first marriage - females","29.3",""
"2007","Estonia","Mean age at first marriage - males","29.6",""
"2007","Estonia","Mean age at first marriage - females","27.1",""
"2007","Ireland","Mean age at first marriage - males","32.7",""
"2007","Ireland","Mean age at first marriage - females","30.9",""
"2007","Greece","Mean age at first marriage - males","32.4",""
"2007","Greece","Mean age at first marriage - females","28.8",""
"2007","Spain","Mean age at first marriage - males","32.0",""
"2007","Spain","Mean age at first marriage - females","29.8",""
"2007","France","Mean age at first marriage - males","32.2",""
"2007","France","Mean age at first marriage - females","30.0",""
"2007","France (metropolitan)","Mean age at first marriage - males","32.2",""
"2007","France (metropolitan)","Mean age at first marriage - females","30.0",""
"2007","Croatia","Mean age at first marriage - males","29.7",""
"2007","Croatia","Mean age at first marriage - females","26.6",""
"2007","Italy","Mean age at first marriage - males","32.6",""
"2007","Italy","Mean age at first marriage - females","29.6",""
"2007","Cyprus","Mean age at first marriage - males",":",""
"2007","Cyprus","Mean age at first marriage - females",":",""
"2007","Latvia","Mean age at first marriage - males","28.5",""
"2007","Latvia","Mean age at first marriage - females","26.2",""
"2007","Lithuania","Mean age at first marriage - males","27.8",""
"2007","Lithuania","Mean age at first marriage - females","25.5",""
"2007","Luxembourg","Mean age at first marriage - males","32.0",""
"2007","Luxembourg","Mean age at first marriage - females","29.5",""
"2007","Hungary","Mean age at first marriage - males","30.1",""
"2007","Hungary","Mean age at first marriage - females","27.2",""
"2007","Malta","Mean age at first marriage - males","30.2",""
"2007","Malta","Mean age at first marriage - females","28.1",""
"2007","Netherlands","Mean age at first marriage - males","32.3",""
"2007","Netherlands","Mean age at first marriage - females","29.5",""
"2007","Austria","Mean age at first marriage - males","32.0",""
"2007","Austria","Mean age at first marriage - females","29.3",""
"2007","Poland","Mean age at first marriage - males","28.1",""
"2007","Poland","Mean age at first marriage - females","25.6",""
"2007","Portugal","Mean age at first marriage - males","28.7",""
"2007","Portugal","Mean age at first marriage - females","26.6",""
"2007","Romania","Mean age at first marriage - males","30.0",""
"2007","Romania","Mean age at first marriage - females","26.2",""
"2007","Slovenia","Mean age at first marriage - males","31.2",""
"2007","Slovenia","Mean age at first marriage - females","28.6",""
"2007","Slovakia","Mean age at first marriage - males","29.3",""
"2007","Slovakia","Mean age at first marriage - females","26.5",""
"2007","Finland","Mean age at first marriage - males","32.0",""
"2007","Finland","Mean age at first marriage - females","29.7",""
"2007","Sweden","Mean age at first marriage - males","34.2",""
"2007","Sweden","Mean age at first marriage - females","31.3",""
"2007","United Kingdom","Mean age at first marriage - males",":",""
"2007","United Kingdom","Mean age at first marriage - females",":",""
"2007","European Economic Area (EU-28 plus IS, LI, NO)","Mean age at first marriage - males",":",""
"2007","European Economic Area (EU-28 plus IS, LI, NO)","Mean age at first marriage - females",":",""
"2007","European Economic Area (EU-27 plus IS, LI, NO)","Mean age at first marriage - males",":",""
"2007","European Economic Area (EU-27 plus IS, LI, NO)","Mean age at first marriage - females",":",""
"2007","European Free Trade Association","Mean age at first marriage - males",":",""
"2007","European Free Trade Association","Mean age at first marriage - females",":",""
"2007","Iceland","Mean age at first marriage - males","34.4",""
"2007","Iceland","Mean age at first marriage - females","32.1",""
"2007","Liechtenstein","Mean age at first marriage - males",":",""
"2007","Liechtenstein","Mean age at first marriage - females",":",""
"2007","Norway","Mean age at first marriage - males","33.4",""
"2007","Norway","Mean age at first marriage - females","30.6",""
"2007","Switzerland","Mean age at first marriage - males","31.7",""
"2007","Switzerland","Mean age at first marriage - females","29.3",""
"2007","Montenegro","Mean age at first marriage - males","30.8",""
"2007","Montenegro","Mean age at first marriage - females","26.5",""
"2007","Former Yugoslav Republic of Macedonia, the","Mean age at first marriage - males","27.4",""
"2007","Former Yugoslav Republic of Macedonia, the","Mean age at first marriage - females","25.2",""
"2007","Albania","Mean age at first marriage - males",":",""
"2007","Albania","Mean age at first marriage - females",":",""
"2007","Serbia","Mean age at first marriage - males","30.1",""
"2007","Serbia","Mean age at first marriage - females","26.6",""
"2007","Turkey","Mean age at first marriage - males",":",""
"2007","Turkey","Mean age at first marriage - females",":",""
"2007","Andorra","Mean age at first marriage - males",":",""
"2007","Andorra","Mean age at first marriage - females",":",""
"2007","Belarus","Mean age at first marriage - males","26.4",""
"2007","Belarus","Mean age at first marriage - females","24.0",""
"2007","Bosnia and Herzegovina","Mean age at first marriage - males",":",""
"2007","Bosnia and Herzegovina","Mean age at first marriage - females",":",""
"2007","Kosovo (under United Nations Security Council Resolution 1244/99)","Mean age at first marriage - males",":",""
"2007","Kosovo (under United Nations Security Council Resolution 1244/99)","Mean age at first marriage - females",":",""
"2007","Moldova","Mean age at first marriage - males",":",""
"2007","Moldova","Mean age at first marriage - females",":",""
"2007","Monaco","Mean age at first marriage - males",":",""
"2007","Monaco","Mean age at first marriage - females",":",""
"2007","Russia","Mean age at first marriage - males",":",""
"2007","Russia","Mean age at first marriage - females",":",""
"2007","San Marino","Mean age at first marriage - males",":",""
"2007","San Marino","Mean age at first marriage - females",":",""
"2007","Ukraine","Mean age at first marriage - males","26.6",""
"2007","Ukraine","Mean age at first marriage - females","23.6",""
"2007","Armenia","Mean age at first marriage - males","30.0",""
"2007","Armenia","Mean age at first marriage - females","25.8",""
"2007","Azerbaijan","Mean age at first marriage - males","28.9",""
"2007","Azerbaijan","Mean age at first marriage - females","24.5",""
"2007","Georgia","Mean age at first marriage - males",":",""
"2007","Georgia","Mean age at first marriage - females",":",""
"2008","European Union (28 countries)","Mean age at first marriage - males",":",""
"2008","European Union (28 countries)","Mean age at first marriage - females",":",""
"2008","European Union (27 countries)","Mean age at first marriage - males",":",""
"2008","European Union (27 countries)","Mean age at first marriage - females",":",""
"2008","Euro area (19 countries)","Mean age at first marriage - males",":",""
"2008","Euro area (19 countries)","Mean age at first marriage - females",":",""
"2008","Euro area (18 countries)","Mean age at first marriage - males",":",""
"2008","Euro area (18 countries)","Mean age at first marriage - females",":",""
"2008","Euro area (17 countries)","Mean age at first marriage - males",":",""
"2008","Euro area (17 countries)","Mean age at first marriage - females",":",""
"2008","Euro area (16 countries)","Mean age at first marriage - males",":",""
"2008","Euro area (16 countries)","Mean age at first marriage - females",":",""
"2008","Belgium","Mean age at first marriage - males","31.4",""
"2008","Belgium","Mean age at first marriage - females","28.9",""
"2008","Bulgaria","Mean age at first marriage - males","29.2",""
"2008","Bulgaria","Mean age at first marriage - females","25.9",""
"2008","Czech Republic","Mean age at first marriage - males","30.2",""
"2008","Czech Republic","Mean age at first marriage - females","27.2",""
"2008","Denmark","Mean age at first marriage - males","33.8",""
"2008","Denmark","Mean age at first marriage - females","31.4",""
"2008","Germany (until 1990 former territory of the FRG)","Mean age at first marriage - males","32.4",""
"2008","Germany (until 1990 former territory of the FRG)","Mean age at first marriage - females","29.6",""
"2008","Germany (including former GDR)","Mean age at first marriage - males","32.4",""
"2008","Germany (including former GDR)","Mean age at first marriage - females","29.6",""
"2008","Estonia","Mean age at first marriage - males","29.9",""
"2008","Estonia","Mean age at first marriage - females","27.4",""
"2008","Ireland","Mean age at first marriage - males",":",""
"2008","Ireland","Mean age at first marriage - females",":",""
"2008","Greece","Mean age at first marriage - males","32.4",""
"2008","Greece","Mean age at first marriage - females","28.9",""
"2008","Spain","Mean age at first marriage - males","32.3",""
"2008","Spain","Mean age at first marriage - females","30.1",""
"2008","France","Mean age at first marriage - males","32.4",""
"2008","France","Mean age at first marriage - females","30.2",""
"2008","France (metropolitan)","Mean age at first marriage - males","32.4",""
"2008","France (metropolitan)","Mean age at first marriage - females","30.2",""
"2008","Croatia","Mean age at first marriage - males","29.7",""
"2008","Croatia","Mean age at first marriage - females","26.6",""
"2008","Italy","Mean age at first marriage - males","32.8",""
"2008","Italy","Mean age at first marriage - females","29.8",""
"2008","Cyprus","Mean age at first marriage - males",":",""
"2008","Cyprus","Mean age at first marriage - females",":",""
"2008","Latvia","Mean age at first marriage - males","28.8",""
"2008","Latvia","Mean age at first marriage - females","26.5",""
"2008","Lithuania","Mean age at first marriage - males","28.0",""
"2008","Lithuania","Mean age at first marriage - females","25.8",""
"2008","Luxembourg","Mean age at first marriage - males","32.1",""
"2008","Luxembourg","Mean age at first marriage - females","29.8",""
"2008","Hungary","Mean age at first marriage - males","30.4",""
"2008","Hungary","Mean age at first marriage - females","27.5",""
"2008","Malta","Mean age at first marriage - males","30.8",""
"2008","Malta","Mean age at first marriage - females","28.5",""
"2008","Netherlands","Mean age at first marriage - males","32.4",""
"2008","Netherlands","Mean age at first marriage - females","29.8",""
"2008","Austria","Mean age at first marriage - males","32.2",""
"2008","Austria","Mean age at first marriage - females","29.5",""
"2008","Poland","Mean age at first marriage - males","28.2",""
"2008","Poland","Mean age at first marriage - females","25.7",""
"2008","Portugal","Mean age at first marriage - males","29.0",""
"2008","Portugal","Mean age at first marriage - females","26.8",""
"2008","Romania","Mean age at first marriage - males","29.1",""
"2008","Romania","Mean age at first marriage - females","25.6",""
"2008","Slovenia","Mean age at first marriage - males","31.3",""
"2008","Slovenia","Mean age at first marriage - females","28.6",""
"2008","Slovakia","Mean age at first marriage - males","29.5",""
"2008","Slovakia","Mean age at first marriage - females","26.7",""
"2008","Finland","Mean age at first marriage - males","32.3",""
"2008","Finland","Mean age at first marriage - females","30.0",""
"2008","Sweden","Mean age at first marriage - males","35.2",""
"2008","Sweden","Mean age at first marriage - females","32.3",""
"2008","United Kingdom","Mean age at first marriage - males",":",""
"2008","United Kingdom","Mean age at first marriage - females",":",""
"2008","European Economic Area (EU-28 plus IS, LI, NO)","Mean age at first marriage - males",":",""
"2008","European Economic Area (EU-28 plus IS, LI, NO)","Mean age at first marriage - females",":",""
"2008","European Economic Area (EU-27 plus IS, LI, NO)","Mean age at first marriage - males",":",""
"2008","European Economic Area (EU-27 plus IS, LI, NO)","Mean age at first marriage - females",":",""
"2008","European Free Trade Association","Mean age at first marriage - males",":",""
"2008","European Free Trade Association","Mean age at first marriage - females",":",""
"2008","Iceland","Mean age at first marriage - males","34.8",""
"2008","Iceland","Mean age at first marriage - females","32.4",""
"2008","Liechtenstein","Mean age at first marriage - males",":",""
"2008","Liechtenstein","Mean age at first marriage - females",":",""
"2008","Norway","Mean age at first marriage - males","33.8",""
"2008","Norway","Mean age at first marriage - females","31.0",""
"2008","Switzerland","Mean age at first marriage - males","32.1",""
"2008","Switzerland","Mean age at first marriage - females","29.5",""
"2008","Montenegro","Mean age at first marriage - males","30.7",""
"2008","Montenegro","Mean age at first marriage - females","26.4",""
"2008","Former Yugoslav Republic of Macedonia, the","Mean age at first marriage - males","27.9",""
"2008","Former Yugoslav Republic of Macedonia, the","Mean age at first marriage - females","24.8",""
"2008","Albania","Mean age at first marriage - males",":",""
"2008","Albania","Mean age at first marriage - females",":",""
"2008","Serbia","Mean age at first marriage - males","30.3",""
"2008","Serbia","Mean age at first marriage - females","26.8",""
"2008","Turkey","Mean age at first marriage - males","26.9",""
"2008","Turkey","Mean age at first marriage - females","23.6",""
"2008","Andorra","Mean age at first marriage - males",":",""
"2008","Andorra","Mean age at first marriage - females",":",""
"2008","Belarus","Mean age at first marriage - males","26.5",""
"2008","Belarus","Mean age at first marriage - females","24.1",""
"2008","Bosnia and Herzegovina","Mean age at first marriage - males",":",""
"2008","Bosnia and Herzegovina","Mean age at first marriage - females",":",""
"2008","Kosovo (under United Nations Security Council Resolution 1244/99)","Mean age at first marriage - males",":",""
"2008","Kosovo (under United Nations Security Council Resolution 1244/99)","Mean age at first marriage - females",":",""
"2008","Moldova","Mean age at first marriage - males",":",""
"2008","Moldova","Mean age at first marriage - females",":",""
"2008","Monaco","Mean age at first marriage - males",":",""
"2008","Monaco","Mean age at first marriage - females",":",""
"2008","Russia","Mean age at first marriage - males",":",""
"2008","Russia","Mean age at first marriage - females",":",""
"2008","San Marino","Mean age at first marriage - males",":",""
"2008","San Marino","Mean age at first marriage - females",":",""
"2008","Ukraine","Mean age at first marriage - males","26.9",""
"2008","Ukraine","Mean age at first marriage - females","23.8",""
"2008","Armenia","Mean age at first marriage - males","30.2",""
"2008","Armenia","Mean age at first marriage - females","25.7",""
"2008","Azerbaijan","Mean age at first marriage - males","28.9",""
"2008","Azerbaijan","Mean age at first marriage - females","24.3",""
"2008","Georgia","Mean age at first marriage - males",":",""
"2008","Georgia","Mean age at first marriage - females",":",""
"2009","European Union (28 countries)","Mean age at first marriage - males",":",""
"2009","European Union (28 countries)","Mean age at first marriage - females",":",""
"2009","European Union (27 countries)","Mean age at first marriage - males",":",""
"2009","European Union (27 countries)","Mean age at first marriage - females",":",""
"2009","Euro area (19 countries)","Mean age at first marriage - males",":",""
"2009","Euro area (19 countries)","Mean age at first marriage - females",":",""
"2009","Euro area (18 countries)","Mean age at first marriage - males",":",""
"2009","Euro area (18 countries)","Mean age at first marriage - females",":",""
"2009","Euro area (17 countries)","Mean age at first marriage - males",":",""
"2009","Euro area (17 countries)","Mean age at first marriage - females",":",""
"2009","Euro area (16 countries)","Mean age at first marriage - males",":",""
"2009","Euro area (16 countries)","Mean age at first marriage - females",":",""
"2009","Belgium","Mean age at first marriage - males","31.7",""
"2009","Belgium","Mean age at first marriage - females","29.3",""
"2009","Bulgaria","Mean age at first marriage - males","29.4",""
"2009","Bulgaria","Mean age at first marriage - females","26.2",""
"2009","Czech Republic","Mean age at first marriage - males","30.6",""
"2009","Czech Republic","Mean age at first marriage - females","27.6",""
"2009","Denmark","Mean age at first marriage - males","33.5",""
"2009","Denmark","Mean age at first marriage - females","31.1",""
"2009","Germany (until 1990 former territory of the FRG)","Mean age at first marriage - males","32.5",""
"2009","Germany (until 1990 former territory of the FRG)","Mean age at first marriage - females","29.8",""
"2009","Germany (including former GDR)","Mean age at first marriage - males","32.5",""
"2009","Germany (including former GDR)","Mean age at first marriage - females","29.8",""
"2009","Estonia","Mean age at first marriage - males","30.2",""
"2009","Estonia","Mean age at first marriage - females","27.8",""
"2009","Ireland","Mean age at first marriage - males","33.1",""
"2009","Ireland","Mean age at first marriage - females","31.2",""
"2009","Greece","Mean age at first marriage - males","32.5",""
"2009","Greece","Mean age at first marriage - females","29.0",""
"2009","Spain","Mean age at first marriage - males","32.7",""
"2009","Spain","Mean age at first marriage - females","30.5",""
"2009","France","Mean age at first marriage - males","32.6",""
"2009","France","Mean age at first marriage - females","30.4",""
"2009","France (metropolitan)","Mean age at first marriage - males","32.5",""
"2009","France (metropolitan)","Mean age at first marriage - females","30.4",""
"2009","Croatia","Mean age at first marriage - males","29.8",""
"2009","Croatia","Mean age at first marriage - females","26.9",""
"2009","Italy","Mean age at first marriage - males","33.0",""
"2009","Italy","Mean age at first marriage - females","30.0",""
"2009","Cyprus","Mean age at first marriage - males",":",""
"2009","Cyprus","Mean age at first marriage - females",":",""
"2009","Latvia","Mean age at first marriage - males","29.3",""
"2009","Latvia","Mean age at first marriage - females","26.9",""
"2009","Lithuania","Mean age at first marriage - males","28.6",""
"2009","Lithuania","Mean age at first marriage - females","26.2",""
"2009","Luxembourg","Mean age at first marriage - males","32.4",""
"2009","Luxembourg","Mean age at first marriage - females","29.7",""
"2009","Hungary","Mean age at first marriage - males","30.8",""
"2009","Hungary","Mean age at first marriage - females","28.0",""
"2009","Malta","Mean age at first marriage - males","31.1",""
"2009","Malta","Mean age at first marriage - females","28.7",""
"2009","Netherlands","Mean age at first marriage - males","32.5",""
"2009","Netherlands","Mean age at first marriage - females","29.9",""
"2009","Austria","Mean age at first marriage - males","32.5",""
"2009","Austria","Mean age at first marriage - females","29.9",""
"2009","Poland","Mean age at first marriage - males","28.3","b"
"2009","Poland","Mean age at first marriage - females","25.9","b"
"2009","Portugal","Mean age at first marriage - males","29.3",""
"2009","Portugal","Mean age at first marriage - females","27.2",""
"2009","Romania","Mean age at first marriage - males","28.9",""
"2009","Romania","Mean age at first marriage - females","25.5",""
"2009","Slovenia","Mean age at first marriage - males","31.2",""
"2009","Slovenia","Mean age at first marriage - females","28.5",""
"2009","Slovakia","Mean age at first marriage - males","29.7",""
"2009","Slovakia","Mean age at first marriage - females","26.9",""
"2009","Finland","Mean age at first marriage - males","32.3",""
"2009","Finland","Mean age at first marriage - females","30.0",""
"2009","Sweden","Mean age at first marriage - males","35.2",""
"2009","Sweden","Mean age at first marriage - females","32.3",""
"2009","United Kingdom","Mean age at first marriage - males",":",""
"2009","United Kingdom","Mean age at first marriage - females",":",""
"2009","European Economic Area (EU-28 plus IS, LI, NO)","Mean age at first marriage - males",":",""
"2009","European Economic Area (EU-28 plus IS, LI, NO)","Mean age at first marriage - females",":",""
"2009","European Economic Area (EU-27 plus IS, LI, NO)","Mean age at first marriage - males",":",""
"2009","European Economic Area (EU-27 plus IS, LI, NO)","Mean age at first marriage - females",":",""
"2009","European Free Trade Association","Mean age at first marriage - males",":",""
"2009","European Free Trade Association","Mean age at first marriage - females",":",""
"2009","Iceland","Mean age at first marriage - males","35.1",""
"2009","Iceland","Mean age at first marriage - females","32.1",""
"2009","Liechtenstein","Mean age at first marriage - males",":",""
"2009","Liechtenstein","Mean age at first marriage - females",":",""
"2009","Norway","Mean age at first marriage - males","33.5",""
"2009","Norway","Mean age at first marriage - females","30.9",""
"2009","Switzerland","Mean age at first marriage - males","32.0",""
"2009","Switzerland","Mean age at first marriage - females","29.6",""
"2009","Montenegro","Mean age at first marriage - males","31.3",""
"2009","Montenegro","Mean age at first marriage - females","26.7",""
"2009","Former Yugoslav Republic of Macedonia, the","Mean age at first marriage - males","28.2",""
"2009","Former Yugoslav Republic of Macedonia, the","Mean age at first marriage - females","25.1",""
"2009","Albania","Mean age at first marriage - males",":",""
"2009","Albania","Mean age at first marriage - females",":",""
"2009","Serbia","Mean age at first marriage - males","30.4",""
"2009","Serbia","Mean age at first marriage - females","27.1",""
"2009","Turkey","Mean age at first marriage - males","27.0",""
"2009","Turkey","Mean age at first marriage - females","23.7",""
"2009","Andorra","Mean age at first marriage - males",":",""
"2009","Andorra","Mean age at first marriage - females",":",""
"2009","Belarus","Mean age at first marriage - males",":",""
"2009","Belarus","Mean age at first marriage - females",":",""
"2009","Bosnia and Herzegovina","Mean age at first marriage - males",":",""
"2009","Bosnia and Herzegovina","Mean age at first marriage - females",":",""
"2009","Kosovo (under United Nations Security Council Resolution 1244/99)","Mean age at first marriage - males",":",""
"2009","Kosovo (under United Nations Security Council Resolution 1244/99)","Mean age at first marriage - females",":",""
"2009","Moldova","Mean age at first marriage - males",":",""
"2009","Moldova","Mean age at first marriage - females",":",""
"2009","Monaco","Mean age at first marriage - males",":",""
"2009","Monaco","Mean age at first marriage - females",":",""
"2009","Russia","Mean age at first marriage - males",":",""
"2009","Russia","Mean age at first marriage - females",":",""
"2009","San Marino","Mean age at first marriage - males",":",""
"2009","San Marino","Mean age at first marriage - females",":",""
"2009","Ukraine","Mean age at first marriage - males",":",""
"2009","Ukraine","Mean age at first marriage - females",":",""
"2009","Armenia","Mean age at first marriage - males","29.6",""
"2009","Armenia","Mean age at first marriage - females","25.5",""
"2009","Azerbaijan","Mean age at first marriage - males","28.9",""
"2009","Azerbaijan","Mean age at first marriage - females","24.3",""
"2009","Georgia","Mean age at first marriage - males",":",""
"2009","Georgia","Mean age at first marriage - females",":",""
"2010","European Union (28 countries)","Mean age at first marriage - males",":",""
"2010","European Union (28 countries)","Mean age at first marriage - females",":",""
"2010","European Union (27 countries)","Mean age at first marriage - males",":",""
