"TIME","GEO","INDIC_DE","Value","Flag and Footnotes"
"2006","Romania","Mean age at first marriage - females","25.2",""
"2006","Slovenia","Crude marriage rate","3.2",""
"2006","Slovenia","Mean age at first marriage - males","31.1",""
"2006","Slovenia","Mean age at first marriage - females","28.4",""
"2006","Slovakia","Crude marriage rate","4.8",""
"2006","Slovakia","Mean age at first marriage - males","29.2",""
"2006","Slovakia","Mean age at first marriage - females","26.3",""
"2006","Finland","Crude marriage rate","5.4",""
"2006","Finland","Mean age at first marriage - males","31.8",""
"2006","Finland","Mean age at first marriage - females","29.5",""
"2006","Sweden","Crude marriage rate","5.0",""
"2006","Sweden","Mean age at first marriage - males","34.4",""
"2006","Sweden","Mean age at first marriage - females","31.5",""
"2006","United Kingdom","Crude marriage rate",":",""
"2006","United Kingdom","Mean age at first marriage - males",":",""
"2006","United Kingdom","Mean age at first marriage - females",":",""
"2006","Iceland","Crude marriage rate","5.5",""
"2006","Iceland","Mean age at first marriage - males","34.2",""
"2006","Iceland","Mean age at first marriage - females","31.8",""
"2006","Liechtenstein","Crude marriage rate","4.3",""
"2006","Liechtenstein","Mean age at first marriage - males",":",""
"2006","Liechtenstein","Mean age at first marriage - females",":",""
"2006","Norway","Crude marriage rate","4.7",""
"2006","Norway","Mean age at first marriage - males","33.1",""
"2006","Norway","Mean age at first marriage - females","30.4",""
"2006","Switzerland","Crude marriage rate","5.3",""
"2006","Switzerland","Mean age at first marriage - males","31.6",""
"2006","Switzerland","Mean age at first marriage - females","29.1",""
"2006","Montenegro","Crude marriage rate","5.6",""
"2006","Montenegro","Mean age at first marriage - males","30.7",""
"2006","Montenegro","Mean age at first marriage - females","26.3",""
"2006","Former Yugoslav Republic of Macedonia, the","Crude marriage rate","7.3",""
"2006","Former Yugoslav Republic of Macedonia, the","Mean age at first marriage - males","27.8",""
"2006","Former Yugoslav Republic of Macedonia, the","Mean age at first marriage - females",":",""
"2006","Albania","Crude marriage rate","6.8",""
"2006","Albania","Mean age at first marriage - males",":",""
"2006","Albania","Mean age at first marriage - females",":",""
"2006","Serbia","Crude marriage rate","5.4",""
"2006","Serbia","Mean age at first marriage - males","29.8",""
"2006","Serbia","Mean age at first marriage - females","26.3",""
"2006","Turkey","Crude marriage rate","8.7",""
"2006","Turkey","Mean age at first marriage - males",":",""
"2006","Turkey","Mean age at first marriage - females",":",""
"2006","Andorra","Crude marriage rate","3.7",""
"2006","Andorra","Mean age at first marriage - males",":",""
"2006","Andorra","Mean age at first marriage - females",":",""
"2006","Bosnia and Herzegovina","Crude marriage rate","5.6",""
"2006","Bosnia and Herzegovina","Mean age at first marriage - males",":",""
"2006","Bosnia and Herzegovina","Mean age at first marriage - females",":",""
"2006","Kosovo (under United Nations Security Council Resolution 1244/99)","Crude marriage rate","7.5",""
"2006","Kosovo (under United Nations Security Council Resolution 1244/99)","Mean age at first marriage - males",":",""
"2006","Kosovo (under United Nations Security Council Resolution 1244/99)","Mean age at first marriage - females",":",""
"2006","Monaco","Crude marriage rate",":",""
"2006","Monaco","Mean age at first marriage - males",":",""
"2006","Monaco","Mean age at first marriage - females",":",""
"2006","San Marino","Crude marriage rate",":",""
"2006","San Marino","Mean age at first marriage - males",":",""
"2006","San Marino","Mean age at first marriage - females",":",""
"2006","Ukraine","Crude marriage rate","7.6",""
"2006","Ukraine","Mean age at first marriage - males","26.5",""
"2006","Ukraine","Mean age at first marriage - females","23.5",""
"2007","Belgium","Crude marriage rate","4.3",""
"2007","Belgium","Mean age at first marriage - males","31.0",""
"2007","Belgium","Mean age at first marriage - females","28.6",""
"2007","Bulgaria","Crude marriage rate","3.9",""
"2007","Bulgaria","Mean age at first marriage - males","29.1",""
"2007","Bulgaria","Mean age at first marriage - females","25.8",""
"2007","Czech Republic","Crude marriage rate","5.5",""
"2007","Czech Republic","Mean age at first marriage - males","30.0",""
"2007","Czech Republic","Mean age at first marriage - females","27.0",""
"2007","Denmark","Crude marriage rate","6.7",""
"2007","Denmark","Mean age at first marriage - males","33.6",""
"2007","Denmark","Mean age at first marriage - females","31.3",""
"2007","Germany (including former GDR)","Crude marriage rate","4.5",""
"2007","Germany (including former GDR)","Mean age at first marriage - males","32.1",""
"2007","Germany (including former GDR)","Mean age at first marriage - females","29.3",""
"2007","Estonia","Crude marriage rate","5.2",""
"2007","Estonia","Mean age at first marriage - males","29.6",""
"2007","Estonia","Mean age at first marriage - females","27.1",""
"2007","Ireland","Crude marriage rate","5.2",""
"2007","Ireland","Mean age at first marriage - males","32.7",""
"2007","Ireland","Mean age at first marriage - females","30.9",""
"2007","Greece","Crude marriage rate","5.5",""
"2007","Greece","Mean age at first marriage - males","32.4",""
"2007","Greece","Mean age at first marriage - females","28.8",""
"2007","Spain","Crude marriage rate","4.4",""
"2007","Spain","Mean age at first marriage - males","32.0",""
"2007","Spain","Mean age at first marriage - females","29.8",""
"2007","France","Crude marriage rate","4.3",""
"2007","France","Mean age at first marriage - males","32.2",""
"2007","France","Mean age at first marriage - females","30.0",""
"2007","Croatia","Crude marriage rate","5.4",""
"2007","Croatia","Mean age at first marriage - males","29.7",""
"2007","Croatia","Mean age at first marriage - females","26.6",""
"2007","Italy","Crude marriage rate","4.3",""
"2007","Italy","Mean age at first marriage - males","32.6",""
"2007","Italy","Mean age at first marriage - females","29.6",""
"2007","Cyprus","Crude marriage rate","8.3",""
"2007","Cyprus","Mean age at first marriage - males",":",""
"2007","Cyprus","Mean age at first marriage - females",":",""
"2007","Latvia","Crude marriage rate","7.0",""
"2007","Latvia","Mean age at first marriage - males","28.5",""
"2007","Latvia","Mean age at first marriage - females","26.2",""
"2007","Lithuania","Crude marriage rate","7.1",""
"2007","Lithuania","Mean age at first marriage - males","27.8",""
"2007","Lithuania","Mean age at first marriage - females","25.5",""
"2007","Luxembourg","Crude marriage rate","4.1",""
"2007","Luxembourg","Mean age at first marriage - males","32.0",""
"2007","Luxembourg","Mean age at first marriage - females","29.5",""
"2007","Hungary","Crude marriage rate","4.1",""
"2007","Hungary","Mean age at first marriage - males","30.1",""
"2007","Hungary","Mean age at first marriage - females","27.2",""
"2007","Malta","Crude marriage rate","6.1",""
"2007","Malta","Mean age at first marriage - males","30.2",""
"2007","Malta","Mean age at first marriage - females","28.1",""
"2007","Netherlands","Crude marriage rate","4.3",""
"2007","Netherlands","Mean age at first marriage - males","32.3",""
"2007","Netherlands","Mean age at first marriage - females","29.5",""
"2007","Austria","Crude marriage rate","4.3",""
"2007","Austria","Mean age at first marriage - males","32.0",""
"2007","Austria","Mean age at first marriage - females","29.3",""
"2007","Poland","Crude marriage rate","6.5",""
"2007","Poland","Mean age at first marriage - males","28.1",""
"2007","Poland","Mean age at first marriage - females","25.6",""
"2007","Portugal","Crude marriage rate","4.4",""
"2007","Portugal","Mean age at first marriage - males","28.7",""
"2007","Portugal","Mean age at first marriage - females","26.6",""
"2007","Romania","Crude marriage rate","9.1",""
"2007","Romania","Mean age at first marriage - males","30.0",""
"2007","Romania","Mean age at first marriage - females","26.2",""
"2007","Slovenia","Crude marriage rate","3.2",""
"2007","Slovenia","Mean age at first marriage - males","31.2",""
"2007","Slovenia","Mean age at first marriage - females","28.6",""
"2007","Slovakia","Crude marriage rate","5.1",""
"2007","Slovakia","Mean age at first marriage - males","29.3",""
"2007","Slovakia","Mean age at first marriage - females","26.5",""
"2007","Finland","Crude marriage rate","5.6",""
"2007","Finland","Mean age at first marriage - males","32.0",""
"2007","Finland","Mean age at first marriage - females","29.7",""
"2007","Sweden","Crude marriage rate","5.2",""
"2007","Sweden","Mean age at first marriage - males","34.2",""
"2007","Sweden","Mean age at first marriage - females","31.3",""
"2007","United Kingdom","Crude marriage rate","4.5",""
"2007","United Kingdom","Mean age at first marriage - males",":",""
"2007","United Kingdom","Mean age at first marriage - females",":",""
"2007","Iceland","Crude marriage rate","5.5",""
"2007","Iceland","Mean age at first marriage - males","34.4",""
"2007","Iceland","Mean age at first marriage - females","32.1",""
"2007","Liechtenstein","Crude marriage rate","5.2",""
"2007","Liechtenstein","Mean age at first marriage - males",":",""
"2007","Liechtenstein","Mean age at first marriage - females",":",""
"2007","Norway","Crude marriage rate","5.0",""
"2007","Norway","Mean age at first marriage - males","33.4",""
"2007","Norway","Mean age at first marriage - females","30.6",""
"2007","Switzerland","Crude marriage rate","5.3",""
"2007","Switzerland","Mean age at first marriage - males","31.7",""
"2007","Switzerland","Mean age at first marriage - females","29.3",""
"2007","Montenegro","Crude marriage rate","6.5",""
"2007","Montenegro","Mean age at first marriage - males","30.8",""
"2007","Montenegro","Mean age at first marriage - females","26.5",""
"2007","Former Yugoslav Republic of Macedonia, the","Crude marriage rate","7.6",""
"2007","Former Yugoslav Republic of Macedonia, the","Mean age at first marriage - males","27.4",""
"2007","Former Yugoslav Republic of Macedonia, the","Mean age at first marriage - females","25.2",""
"2007","Albania","Crude marriage rate","7.1",""
"2007","Albania","Mean age at first marriage - males",":",""
"2007","Albania","Mean age at first marriage - females",":",""
"2007","Serbia","Crude marriage rate","5.6",""
"2007","Serbia","Mean age at first marriage - males","30.1",""
"2007","Serbia","Mean age at first marriage - females","26.6",""
"2007","Turkey","Crude marriage rate","9.1",""
"2007","Turkey","Mean age at first marriage - males",":",""
"2007","Turkey","Mean age at first marriage - females",":",""
"2007","Andorra","Crude marriage rate","3.1",""
"2007","Andorra","Mean age at first marriage - males",":",""
"2007","Andorra","Mean age at first marriage - females",":",""
"2007","Bosnia and Herzegovina","Crude marriage rate","6.1",""
"2007","Bosnia and Herzegovina","Mean age at first marriage - males",":",""
"2007","Bosnia and Herzegovina","Mean age at first marriage - females",":",""
"2007","Kosovo (under United Nations Security Council Resolution 1244/99)","Crude marriage rate","7.9",""
"2007","Kosovo (under United Nations Security Council Resolution 1244/99)","Mean age at first marriage - males",":",""
"2007","Kosovo (under United Nations Security Council Resolution 1244/99)","Mean age at first marriage - females",":",""
"2007","Monaco","Crude marriage rate",":",""
"2007","Monaco","Mean age at first marriage - males",":",""
"2007","Monaco","Mean age at first marriage - females",":",""
"2007","San Marino","Crude marriage rate","6.9",""
"2007","San Marino","Mean age at first marriage - males",":",""
"2007","San Marino","Mean age at first marriage - females",":",""
"2007","Ukraine","Crude marriage rate","9.0",""
"2007","Ukraine","Mean age at first marriage - males","26.6",""
"2007","Ukraine","Mean age at first marriage - females","23.6",""
"2008","Belgium","Crude marriage rate","4.3",""
"2008","Belgium","Mean age at first marriage - males","31.4",""
"2008","Belgium","Mean age at first marriage - females","28.9",""
"2008","Bulgaria","Crude marriage rate","3.7",""
"2008","Bulgaria","Mean age at first marriage - males","29.2",""
"2008","Bulgaria","Mean age at first marriage - females","25.9",""
"2008","Czech Republic","Crude marriage rate","5.1",""
"2008","Czech Republic","Mean age at first marriage - males","30.2",""
"2008","Czech Republic","Mean age at first marriage - females","27.2",""
"2008","Denmark","Crude marriage rate","6.8",""
"2008","Denmark","Mean age at first marriage - males","33.8",""
"2008","Denmark","Mean age at first marriage - females","31.4",""
"2008","Germany (including former GDR)","Crude marriage rate","4.6",""
"2008","Germany (including former GDR)","Mean age at first marriage - males","32.4",""
"2008","Germany (including former GDR)","Mean age at first marriage - females","29.6",""
"2008","Estonia","Crude marriage rate","4.6",""
"2008","Estonia","Mean age at first marriage - males","29.9",""
"2008","Estonia","Mean age at first marriage - females","27.4",""
"2008","Ireland","Crude marriage rate","4.9",""
"2008","Ireland","Mean age at first marriage - males",":",""
"2008","Ireland","Mean age at first marriage - females",":",""
"2008","Greece","Crude marriage rate","4.8",""
"2008","Greece","Mean age at first marriage - males","32.4",""
"2008","Greece","Mean age at first marriage - females","28.9",""
"2008","Spain","Crude marriage rate","4.2",""
"2008","Spain","Mean age at first marriage - males","32.3",""
"2008","Spain","Mean age at first marriage - females","30.1",""
"2008","France","Crude marriage rate","4.1",""
"2008","France","Mean age at first marriage - males","32.4",""
"2008","France","Mean age at first marriage - females","30.2",""
"2008","Croatia","Crude marriage rate","5.4",""
"2008","Croatia","Mean age at first marriage - males","29.7",""
"2008","Croatia","Mean age at first marriage - females","26.6",""
"2008","Italy","Crude marriage rate","4.2",""
"2008","Italy","Mean age at first marriage - males","32.8",""
"2008","Italy","Mean age at first marriage - females","29.8",""
"2008","Cyprus","Crude marriage rate","7.8",""
"2008","Cyprus","Mean age at first marriage - males",":",""
"2008","Cyprus","Mean age at first marriage - females",":",""
"2008","Latvia","Crude marriage rate","5.9",""
"2008","Latvia","Mean age at first marriage - males","28.8",""
"2008","Latvia","Mean age at first marriage - females","26.5",""
"2008","Lithuania","Crude marriage rate","7.5",""
"2008","Lithuania","Mean age at first marriage - males","28.0",""
"2008","Lithuania","Mean age at first marriage - females","25.8",""
"2008","Luxembourg","Crude marriage rate","3.9",""
"2008","Luxembourg","Mean age at first marriage - males","32.1",""
"2008","Luxembourg","Mean age at first marriage - females","29.8",""
"2008","Hungary","Crude marriage rate","4.0",""
"2008","Hungary","Mean age at first marriage - males","30.4",""
"2008","Hungary","Mean age at first marriage - females","27.5",""
"2008","Malta","Crude marriage rate","6.1",""
"2008","Malta","Mean age at first marriage - males","30.8",""
"2008","Malta","Mean age at first marriage - females","28.5",""
"2008","Netherlands","Crude marriage rate","4.5",""
"2008","Netherlands","Mean age at first marriage - males","32.4",""
"2008","Netherlands","Mean age at first marriage - females","29.8",""
"2008","Austria","Crude marriage rate","4.2",""
"2008","Austria","Mean age at first marriage - males","32.2",""
"2008","Austria","Mean age at first marriage - females","29.5",""
"2008","Poland","Crude marriage rate","6.8",""
"2008","Poland","Mean age at first marriage - males","28.2",""
"2008","Poland","Mean age at first marriage - females","25.7",""
"2008","Portugal","Crude marriage rate","4.1",""
"2008","Portugal","Mean age at first marriage - males","29.0",""
"2008","Portugal","Mean age at first marriage - females","26.8",""
"2008","Romania","Crude marriage rate","7.3",""
"2008","Romania","Mean age at first marriage - males","29.1",""
"2008","Romania","Mean age at first marriage - females","25.6",""
"2008","Slovenia","Crude marriage rate","3.3",""
"2008","Slovenia","Mean age at first marriage - males","31.3",""
"2008","Slovenia","Mean age at first marriage - females","28.6",""
"2008","Slovakia","Crude marriage rate","5.3",""
"2008","Slovakia","Mean age at first marriage - males","29.5",""
"2008","Slovakia","Mean age at first marriage - females","26.7",""
"2008","Finland","Crude marriage rate","5.8",""
"2008","Finland","Mean age at first marriage - males","32.3",""
"2008","Finland","Mean age at first marriage - females","30.0",""
"2008","Sweden","Crude marriage rate","5.5",""
"2008","Sweden","Mean age at first marriage - males","35.2",""
"2008","Sweden","Mean age at first marriage - females","32.3",""
"2008","United Kingdom","Crude marriage rate","4.4",""
"2008","United Kingdom","Mean age at first marriage - males",":",""
"2008","United Kingdom","Mean age at first marriage - females",":",""
"2008","Iceland","Crude marriage rate","5.2",""
"2008","Iceland","Mean age at first marriage - males","34.8",""
"2008","Iceland","Mean age at first marriage - females","32.4",""
"2008","Liechtenstein","Crude marriage rate","5.8",""
"2008","Liechtenstein","Mean age at first marriage - males",":",""
"2008","Liechtenstein","Mean age at first marriage - females",":",""
"2008","Norway","Crude marriage rate","5.3",""
"2008","Norway","Mean age at first marriage - males","33.8",""
"2008","Norway","Mean age at first marriage - females","31.0",""
"2008","Switzerland","Crude marriage rate","5.4",""
"2008","Switzerland","Mean age at first marriage - males","32.1",""
"2008","Switzerland","Mean age at first marriage - females","29.5",""
"2008","Montenegro","Crude marriage rate","5.6",""
"2008","Montenegro","Mean age at first marriage - males","30.7",""
"2008","Montenegro","Mean age at first marriage - females","26.4",""
"2008","Former Yugoslav Republic of Macedonia, the","Crude marriage rate","7.2",""
"2008","Former Yugoslav Republic of Macedonia, the","Mean age at first marriage - males","27.9",""
"2008","Former Yugoslav Republic of Macedonia, the","Mean age at first marriage - females","24.8",""
"2008","Albania","Crude marriage rate","6.7",""
"2008","Albania","Mean age at first marriage - males",":",""
"2008","Albania","Mean age at first marriage - females",":",""
"2008","Serbia","Crude marriage rate","5.2",""
"2008","Serbia","Mean age at first marriage - males","30.3",""
"2008","Serbia","Mean age at first marriage - females","26.8",""
"2008","Turkey","Crude marriage rate","9.0",""
"2008","Turkey","Mean age at first marriage - males","26.9",""
"2008","Turkey","Mean age at first marriage - females","23.6",""
"2008","Andorra","Crude marriage rate","3.1",""
"2008","Andorra","Mean age at first marriage - males",":",""
"2008","Andorra","Mean age at first marriage - females",":",""
"2008","Bosnia and Herzegovina","Crude marriage rate","5.8",""
"2008","Bosnia and Herzegovina","Mean age at first marriage - males",":",""
"2008","Bosnia and Herzegovina","Mean age at first marriage - females",":",""
"2008","Kosovo (under United Nations Security Council Resolution 1244/99)","Crude marriage rate","8.3",""
"2008","Kosovo (under United Nations Security Council Resolution 1244/99)","Mean age at first marriage - males",":",""
"2008","Kosovo (under United Nations Security Council Resolution 1244/99)","Mean age at first marriage - females",":",""
"2008","Monaco","Crude marriage rate",":",""
"2008","Monaco","Mean age at first marriage - males",":",""
"2008","Monaco","Mean age at first marriage - females",":",""
"2008","San Marino","Crude marriage rate","6.4",""
"2008","San Marino","Mean age at first marriage - males",":",""
"2008","San Marino","Mean age at first marriage - females",":",""
"2008","Ukraine","Crude marriage rate","7.0",""
"2008","Ukraine","Mean age at first marriage - males","26.9",""
"2008","Ukraine","Mean age at first marriage - females","23.8",""
"2009","Belgium","Crude marriage rate","4.0",""
"2009","Belgium","Mean age at first marriage - males","31.7",""
"2009","Belgium","Mean age at first marriage - females","29.3",""
"2009","Bulgaria","Crude marriage rate","3.5",""
"2009","Bulgaria","Mean age at first marriage - males","29.4",""
"2009","Bulgaria","Mean age at first marriage - females","26.2",""
"2009","Czech Republic","Crude marriage rate","4.6",""
"2009","Czech Republic","Mean age at first marriage - males","30.6",""
"2009","Czech Republic","Mean age at first marriage - females","27.6",""
"2009","Denmark","Crude marriage rate","6.0",""
"2009","Denmark","Mean age at first marriage - males","33.5",""
"2009","Denmark","Mean age at first marriage - females","31.1",""
"2009","Germany (including former GDR)","Crude marriage rate","4.6",""
"2009","Germany (including former GDR)","Mean age at first marriage - males","32.5",""
"2009","Germany (including former GDR)","Mean age at first marriage - females","29.8",""
"2009","Estonia","Crude marriage rate","4.0",""
"2009","Estonia","Mean age at first marriage - males","30.2",""
"2009","Estonia","Mean age at first marriage - females","27.8",""
"2009","Ireland","Crude marriage rate","4.8",""
"2009","Ireland","Mean age at first marriage - males","33.1",""
"2009","Ireland","Mean age at first marriage - females","31.2",""
"2009","Greece","Crude marriage rate","5.3",""
"2009","Greece","Mean age at first marriage - males","32.5",""
"2009","Greece","Mean age at first marriage - females","29.0",""
"2009","Spain","Crude marriage rate","3.7",""
"2009","Spain","Mean age at first marriage - males","32.7",""
"2009","Spain","Mean age at first marriage - females","30.5",""
"2009","France","Crude marriage rate","3.9",""
"2009","France","Mean age at first marriage - males","32.6",""
"2009","France","Mean age at first marriage - females","30.4",""
"2009","Croatia","Crude marriage rate","5.2",""
"2009","Croatia","Mean age at first marriage - males","29.8",""
"2009","Croatia","Mean age at first marriage - females","26.9",""
"2009","Italy","Crude marriage rate","3.9",""
"2009","Italy","Mean age at first marriage - males","33.0",""
"2009","Italy","Mean age at first marriage - females","30.0",""
"2009","Cyprus","Crude marriage rate","7.8",""
"2009","Cyprus","Mean age at first marriage - males",":",""
"2009","Cyprus","Mean age at first marriage - females",":",""
"2009","Latvia","Crude marriage rate","4.6",""
"2009","Latvia","Mean age at first marriage - males","29.3",""
"2009","Latvia","Mean age at first marriage - females","26.9",""
"2009","Lithuania","Crude marriage rate","6.5",""
"2009","Lithuania","Mean age at first marriage - males","28.6",""
"2009","Lithuania","Mean age at first marriage - females","26.2",""
"2009","Luxembourg","Crude marriage rate","3.5",""
"2009","Luxembourg","Mean age at first marriage - males","32.4",""
"2009","Luxembourg","Mean age at first marriage - females","29.7",""
"2009","Hungary","Crude marriage rate","3.7",""
"2009","Hungary","Mean age at first marriage - males","30.8",""
"2009","Hungary","Mean age at first marriage - females","28.0",""
"2009","Malta","Crude marriage rate","5.7",""
"2009","Malta","Mean age at first marriage - males","31.1",""
"2009","Malta","Mean age at first marriage - females","28.7",""
"2009","Netherlands","Crude marriage rate","4.4",""
"2009","Netherlands","Mean age at first marriage - males","32.5",""
"2009","Netherlands","Mean age at first marriage - females","29.9",""
"2009","Austria","Crude marriage rate","4.3",""
"2009","Austria","Mean age at first marriage - males","32.5",""
"2009","Austria","Mean age at first marriage - females","29.9",""
"2009","Poland","Crude marriage rate","6.6","b"
"2009","Poland","Mean age at first marriage - males","28.3","b"
"2009","Poland","Mean age at first marriage - females","25.9","b"
"2009","Portugal","Crude marriage rate","3.8",""
"2009","Portugal","Mean age at first marriage - males","29.3",""
"2009","Portugal","Mean age at first marriage - females","27.2",""
"2009","Romania","Crude marriage rate","6.6",""
"2009","Romania","Mean age at first marriage - males","28.9",""
"2009","Romania","Mean age at first marriage - females","25.5",""
"2009","Slovenia","Crude marriage rate","3.2",""
"2009","Slovenia","Mean age at first marriage - males","31.2",""
"2009","Slovenia","Mean age at first marriage - females","28.5",""
"2009","Slovakia","Crude marriage rate","4.9",""
"2009","Slovakia","Mean age at first marriage - males","29.7",""
"2009","Slovakia","Mean age at first marriage - females","26.9",""
"2009","Finland","Crude marriage rate","5.6",""
"2009","Finland","Mean age at first marriage - males","32.3",""
"2009","Finland","Mean age at first marriage - females","30.0",""
"2009","Sweden","Crude marriage rate","5.1",""
"2009","Sweden","Mean age at first marriage - males","35.2",""
"2009","Sweden","Mean age at first marriage - females","32.3",""
"2009","United Kingdom","Crude marriage rate","4.3",""
"2009","United Kingdom","Mean age at first marriage - males",":",""
"2009","United Kingdom","Mean age at first marriage - females",":",""
"2009","Iceland","Crude marriage rate","4.6",""
"2009","Iceland","Mean age at first marriage - males","35.1",""
"2009","Iceland","Mean age at first marriage - females","32.1",""
"2009","Liechtenstein","Crude marriage rate","4.3",""
"2009","Liechtenstein","Mean age at first marriage - males",":",""
"2009","Liechtenstein","Mean age at first marriage - females",":",""
"2009","Norway","Crude marriage rate","5.0",""
"2009","Norway","Mean age at first marriage - males","33.5",""
"2009","Norway","Mean age at first marriage - females","30.9",""
"2009","Switzerland","Crude marriage rate","5.4",""
"2009","Switzerland","Mean age at first marriage - males","32.0",""
"2009","Switzerland","Mean age at first marriage - females","29.6",""
"2009","Montenegro","Crude marriage rate","6.1",""
"2009","Montenegro","Mean age at first marriage - males","31.3",""
"2009","Montenegro","Mean age at first marriage - females","26.7",""
"2009","Former Yugoslav Republic of Macedonia, the","Crude marriage rate","7.3",""
"2009","Former Yugoslav Republic of Macedonia, the","Mean age at first marriage - males","28.2",""
"2009","Former Yugoslav Republic of Macedonia, the","Mean age at first marriage - females","25.1",""
"2009","Albania","Crude marriage rate",":",""
"2009","Albania","Mean age at first marriage - males",":",""
"2009","Albania","Mean age at first marriage - females",":",""
"2009","Serbia","Crude marriage rate","5.0",""
"2009","Serbia","Mean age at first marriage - males","30.4",""
"2009","Serbia","Mean age at first marriage - females","27.1",""
"2009","Turkey","Crude marriage rate","8.2",""
"2009","Turkey","Mean age at first marriage - males","27.0",""
"2009","Turkey","Mean age at first marriage - females","23.7",""
"2009","Andorra","Crude marriage rate","3.1",""
"2009","Andorra","Mean age at first marriage - males",":",""
"2009","Andorra","Mean age at first marriage - females",":",""
"2009","Bosnia and Herzegovina","Crude marriage rate","5.4",""
"2009","Bosnia and Herzegovina","Mean age at first marriage - males",":",""
"2009","Bosnia and Herzegovina","Mean age at first marriage - females",":",""
"2009","Kosovo (under United Nations Security Council Resolution 1244/99)","Crude marriage rate","8.9",""
"2009","Kosovo (under United Nations Security Council Resolution 1244/99)","Mean age at first marriage - males",":",""
"2009","Kosovo (under United Nations Security Council Resolution 1244/99)","Mean age at first marriage - females",":",""
"2009","Monaco","Crude marriage rate",":",""
"2009","Monaco","Mean age at first marriage - males",":",""
"2009","Monaco","Mean age at first marriage - females",":",""
"2009","San Marino","Crude marriage rate",":",""
"2009","San Marino","Mean age at first marriage - males",":",""
"2009","San Marino","Mean age at first marriage - females",":",""
"2009","Ukraine","Crude marriage rate","6.9",""
"2009","Ukraine","Mean age at first marriage - males",":",""
"2009","Ukraine","Mean age at first marriage - females",":",""
